"281473843821033","281473843821033","DCH","IR","Iran (Islamic Republic of)","Tehran","Tehran","Noyan Abr Arvan Co.","arvan.ir","DCH","202468","Noyan Abr Arvan Co. ( Private Joint Stock)","1","-","-","3"
"281473843963290","281473843963290","RES","JO","Jordan","Al 'Asimah","Amman","Al-Hadatheh LIL-Itisalat Wa Al-Technologia Co.","damamax.jo","ISP","47887","Al-Hadatheh LIL-Itisalat Wa Al-Technologia Co.","29","-","-","32"
"281473844012568","281473844012568","RES","RU","Russian Federation","Belgorodskaya oblast'","Staryy Oskol","Closed Joint Stock Company Oskolnet","oskol.ru","ISP","48475","Closed Joint Stock Company Oskolnet","28","-","-","33"
"281473844049347","281473844049347","RES","KZ","Kazakhstan","Qaraghandy oblysy","Temirtau","Mobile Telecom-Service LLP","tele2.com","ISP/MOB","48503","Mobile Telecom-Service LLP","25","-","-","36"
"281473844136407","281473844136407","VPN","SE","Sweden","Hallands lan","Falkenberg","GleSYS AB","glesys.se","DCH","42708","GleSYS AB","4","-","CyberGhost","99"
"281473844265989","281473844265989","RES","RU","Russian Federation","Pskovskaya oblast'","Bezhanitsy","OJSC Rostelecom","rostelecom.ru","ISP/MOB","12389","PJSC Rostelecom","7","-","-","54"
"281473844335194","281473844335194","RES","HR","Croatia","Istarska zupanija","Rasa","A1 Hrvatska d.o.o.","a1.hr","MOB","15994","A1 Hrvatska d.o.o.","13","-","-","48"
"281473844413330","281473844413330","PUB","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","Pervyi TSOD OOO","virty.io","DCH","30738","NetArt Group s.r.o.","30","-","-","80"
"281473844420164","281473844420164","RES","KZ","Kazakhstan","Ulytau oblysy","Kazakhstan","Uplink LLC","wotom.net","ISP","8200","Uplink LLC","11","-","-","50"
"281473844428268","281473844428268","PUB","RU","Russian Federation","Moskva","Zelenograd","Biterika Group LLC","biterika.ru","DCH","35048","Biterika Group LLC","30","-","-","80"
"281473844471065","281473844471065","RES","MD","Moldova (the Republic of)","Chisinau","Chisinau","Orange Moldova S.A.","orange.md","ISP/MOB","25454","Orange Moldova S.A.","17","-","-","44"
"281473844549259","281473844549259","RES","TR","Turkiye","Istanbul","Istanbul","Guneydogu Telekom Int. Bil. ve Ilt. Hiz. Tic. Ltd. Sti.","geoipa.com","ISP","216472","High Speed for Internet Services L.L.C","17","SCANNER","-","48"
"281473844567708","281473844567708","RES","TR","Turkiye","Izmir","Hatay","High Speed Telekomunikasyon ve Haberlesme Hizmetleri Ltd. Sti.","highspeed.com.tr","ISP","202561","High Speed Telekomunikasyon ve Hab. Hiz. Ltd. Sti.","30","-","-","31"
"281473844717371","281473844717371","RES","OM","Oman","Masqat","Muscat","Omani Qatari Telecommunication Company SAOC","ooredoo.om","MOB","50010","Omani Qatari Telecommunication Company SAOC","27","-","-","34"
"281473844884446","281473844884446","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","RJA Solutions B.V.","rjasolutions.nl","DCH","211381","Podaon SIA","27","-","-","91"
"281473845015662","281473845015662","RES","SY","Syrian Arab Republic","Al Ladhiqiyah","Qastal Ma'af","Syriatel Mobile Telecom","syriatel.com.sy","MOB","48065","Syriatel Mobile Telecom","7","-","-","54"
"281473845255927","281473845255927","RES","HU","Hungary","Nograd","Balassagyarmat","Digi Tavkozlesi es Szolgaltato Kft.","digi.hu","ISP/MOB","20845","Digi Tavkozlesi es Szolgaltato Kft.","8","-","-","53"
"281473845428771","281473845428771","RES","PL","Poland","Podlaskie","Suwalki","T-Mobile Polska S.A.","t-mobile.pl","MOB","12912","T-Mobile Polska S.A.","24","-","-","37"
"281473845464175","281473845464175","RES","PL","Poland","Lodzkie","Kutno","T-Mobile Polska S.A.","t-mobile.pl","MOB","12912","T-Mobile Polska S.A.","10","-","-","51"
"281473845472301","281473845472301","RES","PL","Poland","Mazowieckie","Warsaw","T-Mobile Polska S.A.","t-mobile.pl","MOB","12912","T-Mobile Polska S.A.","24","-","-","37"
"281473845734676","281473845734676","RES","SE","Sweden","Stockholms lan","Stockholm","Tele2 Sverige AB","tele2.com","ISP/MOB","3246","Tele2 Sverige AB","19","-","-","42"
"281473846083188","281473846083188","RES","CH","Switzerland","Geneve","Geneva","Sunrise GmbH","hispeed.ch","ISP/MOB","6730","Sunrise GmbH","28","-","-","33"
"281473846258235","281473846258714","DCH","IR","Iran (Islamic Republic of)","Esfahan","Isfahan","Parvaresh Dadeha Co. Private Joint Stock","dpco.net","DCH","39501","Parvaresh Dadeha Co. Private Joint Stock","1","-","-","3"
"281473846423530","281473846423530","RES","PS","Palestine, State of","Nablus","Nablus","Palestine Telecommunications Company","paltel.net","ISP/MOB","12975","Palestine Telecommunications Company (Paltel)","29","-","-","32"
"281473846448410","281473846448410","RES","PS","Palestine, State of","Nablus","Nablus","Palestine Telecommunications Company","paltel.net","ISP/MOB","12975","Palestine Telecommunications Company (Paltel)","7","-","Webshare","54"
"281473846478281","281473846478281","RES","RU","Russian Federation","Novosibirskaya oblast'","Novosibirsk","PJSC MegaFon","megafon.ru","ISP/MOB","31205","PJSC MegaFon","21","-","-","40"
"281473846537956","281473846537956","RES","RU","Russian Federation","Zabaykal'skiy kray","Kyra","PJSC MegaFon","megafon.ru","ISP/MOB","31133","PJSC MegaFon","7","-","-","54"
"281473846543774","281473846543774","RES","UA","Ukraine","Zaporizka oblast","Zaporizhzhya","Kyivstar PJSC","kyivstar.ua","ISP/MOB","15895","Kyivstar PJSC","13","-","-","48"
"281473846546483","281473846546483","RES","UA","Ukraine","Zhytomyrska oblast","Berdychiv","Kyivstar PJSC","kyivstar.ua","ISP/MOB","15895","Kyivstar PJSC","8","-","-","53"
"281473846549344","281473846549344","RES","UA","Ukraine","Khmelnytska oblast","Khmel'nyts'kyy","Kyivstar PJSC","kyivstar.ua","ISP/MOB","15895","Kyivstar PJSC","6","-","-","55"
"281473846553684","281473846553684","RES","UA","Ukraine","Kirovohradska oblast","Oleksandriya","Kyivstar PJSC","kyivstar.ua","ISP/MOB","15895","Kyivstar PJSC","6","-","-","55"
"281473846557355","281473846557355","RES","UA","Ukraine","Poltavska oblast","Kremenchuk","Kyivstar PJSC","kyivstar.ua","ISP/MOB","15895","Kyivstar PJSC","18","-","-","43"
"281473846561413","281473846561413","RES","UA","Ukraine","Kyiv","Kyiv","Kyivstar PJSC","kyivstar.ua","ISP/MOB","15895","Kyivstar PJSC","12","-","-","49"
"281473846564011","281473846564011","RES","UA","Ukraine","Kyivska oblast","Fastiv","Kyivstar PJSC","kyivstar.ua","ISP/MOB","15895","Kyivstar PJSC","16","-","-","45"
"281473846567999","281473846567999","RES","UA","Ukraine","Vinnytska oblast","Ladyzhyn","Kyivstar PJSC","kyivstar.ua","ISP/MOB","15895","Kyivstar PJSC","28","-","-","33"
"281473846570886","281473846570886","RES","UA","Ukraine","Dnipropetrovska oblast","Dnipro","Kyivstar PJSC","kyivstar.ua","ISP/MOB","15895","Kyivstar PJSC","9","-","-","52"
"281473846646906","281473846646971","DCH","AM","Armenia","Erevan","Yerevan","ABC Domain LLC","internet.am","DCH","199673","ABC Domain LLC","1","-","-","3"
"281473846704068","281473846704075","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-","-","3"
"281473846740260","281473846740260","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-","-","3"
"281473846755582","281473846755582","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","16","-","-","95"
"281473846771105","281473846771107","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-","-","3"
"281473846784860","281473846784869","DCH","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-","-","3"
"281473846797823","281473846797824","DCH","SG","Singapore","Singapore","Singapore","DigitalOcean LLC","digitalocean.com","DCH","14061","DigitalOcean LLC","1","-","-","3"
"281473846868824","281473846868824","RES","SK","Slovakia","Bratislavsky kraj","Bratislava","UPC Broadband Slovakia s.r.o.","libertyglobal.com","ISP","6830","Liberty Global Europe Holding B.V.","19","-","-","42"
"281473846922803","281473846922803","RES","RU","Russian Federation","Moskva","Moscow","Limited Liability Company TTK-Svyaz","ttk.ru","ISP","15774","Limited Liability Company TTK-Svyaz","29","-","-","32"
"281473846977598","281473846977598","RES","GE","Georgia","K'akheti","Telavi","JSC Silknet","silknet.com","MOB","35805","Silknet Autonomous System","28","-","-","33"
"281473847023410","281473847023410","RES","RU","Russian Federation","Murmanskaya oblast'","Murmansk","PJSC MegaFon","megafon.ru","ISP/MOB","31213","PJSC MegaFon","20","-","-","41"
"281473847167744","281473847169023","DCH","IE","Ireland","Dublin","Dublin","Zendesk International Limited","zendesk.com","DCH","61186","Zendesk International Limited","1","-","-","3"
"281473847568689","281473847568689","RES","DK","Denmark","Hovedstaden","Copenhagen","TDC Holding A/S","tdc.dk","ISP/MOB","3292","TDC Holding A/S","22","-","-","39"
"281473848093512","281473848093512","RES","RU","Russian Federation","Tyumenskaya oblast'","Tyumen'","JSC ER-Telecom Holding","ertelecom.ru","ISP","41682","JSC ER-Telecom Holding","16","-","-","45"
"281473848152621","281473848152621","RES","RU","Russian Federation","Mariy El, Respublika","Yoshkar-Ola","JSC ER-Telecom Holding","ertelecom.ru","ISP","41786","JSC ER-Telecom Holding","4","-","-","57"
"281473848265962","281473848265962","RES","BE","Belgium","Luxembourg","Bastogne","Telenet Group NV/SA","telenet.be","ISP/MOB","6848","Telenet BV","29","-","-","32"
"281473848315576","281473848315576","PUB","AT","Austria","Steiermark","Graz","EDIS GmbH","edis.at","DCH","57169","EDIS GmbH","30","-","-","80"
"281473848330419","281473848330419","RES","UA","Ukraine","Kirovohradska oblast","Kropyvnytskyi","ISP Shtorm Ltd","shtorm.com","ISP","31725","ISP Shtorm Ltd","28","-","-","33"
"281473848356978","281473848356978","PUB","UA","Ukraine","Khmelnytska oblast","Khmel'nyts'kyy","Global Technologies of Ukraine LLC","gtu.net.ua","DCH","28773","Global Technologies of Ukraine LLC","1","SCANNER","-","99"
"281473848360325","281473848360378","DCH","UA","Ukraine","Khmelnytska oblast","Khmel'nyts'kyy","Global Technologies of Ukraine LLC","gtu.net.ua","DCH","28773","Global Technologies of Ukraine LLC","1","-","-","3"
"281473848383203","281473848383203","RES","RU","Russian Federation","Krasnodarskiy kray","Taman'","Nikita Sergienko","elite-net.org","ISP","196705","Ardinvest Ltd","16","-","-","45"
"281473848514664","281473848514664","RES","DE","Germany","Berlin","Berlin","Kabel Deutschland Breitband Customer 20","kabel-deutschland.de","ISP","3209","Vodafone GmbH","29","-","-","32"
"281473849223952","281473849223959","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Hoofddorp","Vanco BV","colt.net","DCH","1136","KPN B.V.","1","-","-","3"
"281473849593381","281473849593381","VPN","TW","Taiwan (Province of China)","Taipei","Taipei","Bunny Communications LLC","bunnycommunications.com","DCH","5065","Bunny Communications","14","-","Hex Proxies","96"
"281473849694653","281473849694653","VPN","US","United States of America","Delaware","Wilmington","ClearDocks LLC","hostroyale.com","DCH","207990","HostRoyale Technologies Pvt Ltd","26","-","NordVPN","92"
"281473849819461","281473849819461","PUB","RO","Romania","Arges","Curtea de Arges","XKLSV Media Solutions GmbH","xklsv.de","DCH","48955","Internet Resources Management SRL","26","-","-","92"
"281473849892896","281473849892898","DCH","EE","Estonia","Harjumaa","Tallinn","EDIS GmbH","edis.at","DCH","202759","RJ Network OU","1","-","-","3"
"281473849921024","281473849921184","DCH","RO","Romania","Bucuresti","Bucharest","Cyber_Folks SRL","cyberfolks.ro","DCH","34358","Cyber_Folks SRL","1","-","-","3"
"281473849961904","281473849961911","DCH","IT","Italy","Sicilia","Scuola","Lepida S.c.p.A.","lepida.it","DCH","31638","Lepida S.c.p.A.","1","-","-","3"
"281473849981311","281473849981311","RES","HK","Hong Kong","Hong Kong","Hong Kong","Super Link Communications Co. Ltd","superlink.com","ISP","5065","Bunny Communications","26","-","-","35"
"281473850070873","281473850070873","RES","IT","Italy","Veneto","Venice","IP Addresses Allocated to DSL Subscribers","vodafonedsl.it","ISP","30722","Fastweb SpA","29","-","-","32"
"281473850148244","281473850148244","RES","IT","Italy","Lombardia","Limbiate","Vodafone","vodafone.com","ISP","30722","Fastweb SpA","11","-","-","50"
"281473850638021","281473850638021","RES","RU","Russian Federation","Tatarstan, Respublika","Yelabuga","PJSC Tattelecom","tattelecom.ru","ISP/MOB","28840","PJSC Tattelecom","11","-","-","50"
"281473850663706","281473850663706","RES","PS","Palestine, State of","Tulkarm","Tulkarm","Coolnet New Communication Provider","016.net.il","ISP","12754","Coolnet New Communication Provider","13","-","-","48"
"281473850738953","281473850738957","DCH","RU","Russian Federation","Permskiy kray","Malaya","Prometey LLC","ptspb.ru","DCH","35000","JSC Severen-Telecom","1","-","-","3"
"281473850779472","281473850779483","DCH","GB","United Kingdom of Great Britain and Northern Ireland","Scotland","Glasgow","iomart Managed Services Limited","iomart.com","DCH","20860","iomart Cloud Services Limited","1","-","-","3"
"281473851066452","281473851066452","RES","RU","Russian Federation","Saratovskaya oblast'","Saratov","JSC ER-Telecom Holding","ertelecom.ru","ISP","50543","JSC ER-Telecom Holding","29","-","-","32"
"281473851123662","281473851123662","RES","RU","Russian Federation","Omskaya oblast'","Omsk","JSC ER-Telecom Holding","ertelecom.ru","ISP","41843","JSC ER-Telecom Holding","10","-","-","51"
"281473851157743","281473851157743","RES","RU","Russian Federation","Volgogradskaya oblast'","Volgograd","JSC ER-Telecom Holding","ertelecom.ru","ISP","39435","JSC ER-Telecom Holding","18","-","-","43"
"281473851269219","281473851269219","RES","RU","Russian Federation","Voronezhskaya oblast'","Voronezh","JSC ER-Telecom Holding","ertelecom.ru","ISP","50542","JSC ER-Telecom Holding","22","-","-","39"
"281473851337368","281473851337368","RES","KW","Kuwait","Hawalli","Bayan","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","21","-","-","40"
"281473851341174","281473851341174","RES","KW","Kuwait","Al Ahmadi","Al Ahmadi","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","11","-","-","50"
"281473851353235","281473851353235","RES","KW","Kuwait","Hawalli","Bayan","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","7","-","-","54"
"281473851357214","281473851357214","RES","KW","Kuwait","Hawalli","Bayan","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","29","-","-","32"
"281473851368459","281473851368459","RES","KW","Kuwait","Al 'Asimah","Kuwait","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","21","-","-","40"
"281473851370732","281473851370732","RES","KW","Kuwait","Al 'Asimah","Al Fahahil","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","6","-","Webshare","55"
"281473851373055","281473851373055","RES","KW","Kuwait","Mubarak al Kabir","Sabah as Salim","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","6","-","-","55"
"281473851375106","281473851375106","RES","KW","Kuwait","Al 'Asimah","Kuwait","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","15","-","-","46"
"281473851378127","281473851378127","RES","KW","Kuwait","Al Farwaniyah","Ar Rabiyah","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","26","-","-","35"
"281473851381315","281473851381315","RES","KW","Kuwait","Al 'Asimah","Kuwait","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","18","-","-","43"
"281473851384470","281473851384470","RES","KW","Kuwait","Al 'Asimah","Al Fahahil","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","24","-","-","37"
"281473851387673","281473851387673","RES","KW","Kuwait","Al Farwaniyah","Ar Rabiyah","Mobile Telecommunications Company K.S.C.P.","zain.com","MOB","42961","Mobile Telecommunications Company K.S.C.P.","16","-","-","45"
"281473851451651","281473851451651","RES","MD","Moldova (the Republic of)","Chisinau","Chisinau","Moldtelecom SA","moldtelecom.md","ISP/MOB","8926","Moldtelecom SA","23","-","-","38"
"281473851586322","281473851586322","RES","UA","Ukraine","Kyiv","Kyiv","Satellite Net Service LLC","slav.dn.ua","ISP","44416","Satellite Net Service LLC","8","-","-","53"
"281473851671279","281473851671279","VPN","IT","Italy","Lombardia","Milan","Virtual Solution SRL","virtualsolution.net","DCH","64445","NetJoin srl","26","-","-","92"
"281473851691554","281473851691614","VPN","US","United States of America","New Jersey","Secaucus","TruView LLC","truviewllc.com","DCH","133499","HostRoyale Technologies Pvt Ltd","1","-","-","99"
"281473851761365","281473851761365","RES","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","Skynet Ltd.","sky.ru","ISP","35807","Skynet Ltd.","18","-","-","43"
"281473851836211","281473851836211","RES","RU","Russian Federation","Sankt-Peterburg","Saint Petersburg","Skynet Ltd.","sky.ru","ISP","35807","Skynet Ltd.","15","-","-","46"
"281473851926654","281473851926668","DCH","DE","Germany","Bayern","Nuremberg","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-","-","3"
"281473851979561","281473851979561","PUB","DE","Germany","Bayern","Nuremberg","Cloud NBG1","your-server.de","DCH","24940","Hetzner Online GmbH","30","-","-","80"
"281473852045895","281473852045895","RES","KZ","Kazakhstan","Almaty","Pervomayskiy","Kar-Tel LLC","beeline.kz","MOB","206026","Kar-Tel LLC","5","-","-","56"
"281473852099514","281473852099514","RES","KZ","Kazakhstan","Soltustik Qazaqstan oblysy","Petropavl","Kar-Tel LLC","beeline.kz","MOB","21299","Kar-Tel LLC","8","-","-","53"
"281473852262521","281473852262521","RES","PT","Portugal","Coimbra","Arazede","PT Comunicacoes S.A.","telepac.pt","ISP/MOB","3243","MEO - Servicos de Comunicacoes e Multimedia S.A.","24","-","-","37"
"281473852362711","281473852362711","RES","PT","Portugal","Lisboa","Silveira","PT Comunicacoes S.A.","telepac.pt","ISP/MOB","3243","MEO - Servicos de Comunicacoes e Multimedia S.A.","25","-","-","36"
"281473852439512","281473852439512","RES","HR","Croatia","Grad Zagreb","Zagreb","A1 Hrvatska d.o.o.","a1.hr","MOB","31012","A1 Hrvatska d.o.o.","14","-","-","47"
"281473852493888","281473852493888","RES","AZ","Azerbaijan","Baki","Baku","AZTelekom LLC","aztelekom.net","ISP/MOB","28787","AZTelekom LLC","14","-","-","47"
"281473852495468","281473852495468","RES","AZ","Azerbaijan","Baki","Baku","AZTelekom LLC","aztelekom.net","ISP/MOB","28787","AZTelekom LLC","24","-","-","37"
"281473852497432","281473852497434","RES","AZ","Azerbaijan","Baki","Baku","AZTelekom LLC","aztelekom.net","ISP/MOB","28787","AZTelekom LLC","17","-","-","44"
"281473852630466","281473852630527","DCH","RS","Serbia","Beograd","Belgrade","OrionTelekom","oriontelekom.rs","DCH","9125","Drustvo za Telekomunikacije Orion Telekom doo Beograd-Zemun","1","-","-","3"
"281473852751821","281473852751821","RES","BR","Brazil","Sao Paulo","Piracicaba","Vero S.A","verointernet.com.br","ISP","28667","Vero S.A","2","-","-","59"
"281473852926450","281473852926450","RES","BR","Brazil","Santa Catarina","Florianopolis","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","19","-","-","42"
"281473853008376","281473853008376","RES","BR","Brazil","Goias","Goiania","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","21","-","-","40"
"281473853035663","281473853035663","RES","BR","Brazil","Distrito Federal","Papuda","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","5","-","-","56"
"281473853040652","281473853040652","RES","BR","Brazil","Goias","Novo Gama","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","24","-","-","37"
"281473853090485","281473853090485","RES","BR","Brazil","Rio Grande do Sul","Alvorada","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","10","-","-","51"
"281473853094450","281473853094450","RES","BR","Brazil","Rio Grande do Sul","Porto Alegre","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","16","-","-","45"
"281473853154290","281473853154290","RES","BR","Brazil","Rio Grande do Sul","Cruz Alta","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","25","-","-","36"
"281473853380396","281473853380397","DCH","US","United States of America","Florida","Fort Lauderdale","Globenet Cabos Submarinos America Inc.","globenet.com","DCH","-","-","1","-","-","3"
"281473853442848","281473853442848","RES","BR","Brazil","Espirito Santo","Manguinhos","Brasil Telecom Comunicacao Multimidia S.A","brasiltelecom.net.br","ISP/MOB","7738","V Tal","6","-","-","55"
"281473853651086","281473853651086","RES","BR","Brazil","Minas Gerais","Patos de Minas","Algar Telecom S/A","algartelecom.com.br","ISP/MOB","53006","Algar Telecom S/A","13","-","-","48"
"281473853670066","281473853670066","RES","BR","Brazil","Minas Gerais","Uberaba","Algar Telecom S/A","algartelecom.com.br","ISP/MOB","53006","Algar Telecom S/A","17","-","-","44"
"281473853680474","281473853680474","RES","BR","Brazil","Sao Paulo","Santos","Algar Telecom S/A","algartelecom.com.br","ISP/MOB","53006","Algar Telecom S/A","21","-","-","40"
"281473853864645","281473853864645","RES","BR","Brazil","Sao Paulo","Sao Paulo","Telefonica Brasil S.A","telefonica.com.br","MOB","27699","Telefonica Brasil S.A","14","-","-","47"
"281473854350935","281473854350935","RES","BR","Brazil","Sao Paulo","Sao Paulo","Telefonica Brasil S.A","telefonica.com.br","MOB","18881","Telefonica Brasil S.A","15","-","-","46"
"281473854453659","281473854453659","RES","BR","Brazil","Santa Catarina","Joinville","Telefonica Brasil S.A","telefonica.com.br","MOB","18881","Telefonica Brasil S.A","16","-","-","45"
"281473854489789","281473854489789","RES","BO","Bolivia (Plurinational State of)","Santa Cruz","Santa Cruz de la Sierra","Telefonica Celular de Bolivia S.A","tigo.net.bo","MOB","27882","Telefonica Celular de Bolivia S.A.","27","-","-","34"
"281473854491598","281473854491598","RES","BO","Bolivia (Plurinational State of)","Santa Cruz","Santa Cruz de la Sierra","Telefonica Celular de Bolivia S.A","tigo.net.bo","MOB","27882","Telefonica Celular de Bolivia S.A.","15","-","-","46"
"281473854495363","281473854495363","RES","BO","Bolivia (Plurinational State of)","Santa Cruz","Santa Cruz de la Sierra","Telefonica Celular de Bolivia S.A","tigo.net.bo","MOB","27882","Telefonica Celular de Bolivia S.A.","19","-","-","42"
"281473854510194","281473854510194","RES","BR","Brazil","Sao Paulo","Sao Paulo","Vero S.A","verointernet.com.br","ISP","28669","Vero S.A","28","-","-","33"
"281473854528956","281473854528956","RES","BR","Brazil","Rio Grande do Sul","Porto Alegre","Unifique Telecomunicacoes S/A","unifique.net","ISP/MOB","28343","Unifique Telecomunicacoes S/A","10","-","-","51"
"281473854574736","281473854574736","RES","BR","Brazil","Sao Paulo","Sao Paulo","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","28","-","-","33"
"281473854600284","281473854600284","RES","BR","Brazil","Espirito Santo","Alegre","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","8","-","-","53"
"281473854781425","281473854781425","RES","BR","Brazil","Sao Paulo","Sao Jose do Rio Preto","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","9","-","-","52"
"281473854902415","281473854902415","RES","BR","Brazil","Sao Paulo","Santos","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","21","-","-","40"
"281473855029320","281473855029321","RES","BR","Brazil","Minas Gerais","Belo Horizonte","BL Provedor de Acesso A Internet Ltda","blfibra.com.br","ISP","270600","BL Provedor de Acesso A Internet Ltda","29","-","-","32"
"281473855057930","281473855057930","RES","MX","Mexico","Zacatecas","Tepechitlan","Jose Guadalupe Candelas Ortiz","redplus.com.mx","ISP","272377","Jose Guadalupe Candelas Ortiz","16","-","-","45"
"281473855079552","281473855079552","RES","BR","Brazil","Goias","Itumbiara","Algar Telecom S/A","algartelecom.com.br","ISP/MOB","16735","Algar Telecom S/A","2","-","-","59"
"281473855081646","281473855081646","RES","BR","Brazil","Minas Gerais","Antonio Arangueiro","Algar Telecom S/A","algartelecom.com.br","ISP/MOB","16735","Algar Telecom S/A","22","-","-","39"
"281473855137316","281473855137316","RES","BR","Brazil","Goias","Caldas Novas","Wgo Multimidia Ltda","wgo.com.br","ISP","28309","Wgo Multimidia Ltda","5","-","-","56"
"281473855179335","281473855179335","RES","BR","Brazil","Sao Paulo","Sao Paulo","Telefonica Brasil S.A","telefonica.com.br","MOB","19182","Telefonica Brasil S.A","6","-","-","55"
"281473855238474","281473855238474","RES","BR","Brazil","Distrito Federal","Lagoinha","Kayros Link","kayroslink.com.br","ISP","268940","Kayros Link","13","-","-","48"
"281473855281682","281473855281682","RES","BR","Brazil","Sao Paulo","Sao Paulo","TIM Celular S.A.","timbrasil.com.br","MOB","26615","Tim S/A","26","-","-","35"
"281473855376676","281473855376676","RES","BR","Brazil","Minas Gerais","Ituiutaba","Algar Telecom S/A","algartelecom.com.br","ISP/MOB","53006","Algar Telecom S/A","21","-","-","40"
"281473855635025","281473855635025","RES","BR","Brazil","Alagoas","Atalaia","WebFiber Telecom","webfiberinternet.com.br","ISP","270674","WebFiber Telecom","27","-","-","34"
"281473855696824","281473855696824","RES","BR","Brazil","Sao Paulo","Campinas","Telefonica Brasil S.A","telefonica.com.br","MOB","27699","Telefonica Brasil S.A","4","-","-","57"
"281473855777154","281473855777154","RES","BR","Brazil","Sao Paulo","Sao Paulo","Telefonica Brasil S.A","telefonica.com.br","MOB","27699","Telefonica Brasil S.A","6","-","-","55"
"281473855961131","281473855961131","RES","BR","Brazil","Sao Paulo","Santos","BCMG Internet Ltda","bcmg.com.br","ISP","23105","BCMG Internet Ltda","23","-","-","38"
"281473855997113","281473855997113","RES","BR","Brazil","Sao Paulo","Santos","VipWay Telecomunicacoes Ltda","vipway.net.br","ISP","28640","VipWay Telecomunicacoes Ltda","5","-","-","56"
"281473856302496","281473856302496","RES","BR","Brazil","Sao Paulo","Sao Paulo","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","29","-","-","32"
"281473856648045","281473856648045","RES","BR","Brazil","Distrito Federal","Papuda","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","2","-","-","59"
"281473856745486","281473856745486","RES","BR","Brazil","Sao Paulo","Sao Paulo","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","23","-","-","38"
"281473856807331","281473856807331","RES","BR","Brazil","Rio Grande do Sul","Porto Alegre","Claro NXT Telecomunicacoes Ltda","claro.com.br","MOB","28573","Claro NXT Telecomunicacoes Ltda","18","-","-","43"
