"281470750519055","281470750519329","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470750825762","281470750825781","DCH","US","United States of America","Utah","Salt Lake City","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470750914337","281470750914338","DCH","US","United States of America","New Jersey","Newark","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470751039529","281470751039529","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470751153186","281470751153186","DCH","US","United States of America","Massachusetts","Boston","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470751244746","281470751244746","DCH","US","United States of America","California","San Jose","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470751377819","281470751377919","DCH","US","United States of America","Texas","Houston","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470751623589","281470751623590","DCH","CA","Canada","Ontario","Toronto","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470752087552","281470752087568","DCH","US","United States of America","District of Columbia","Washington","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470752479642","281470752479642","DCH","DE","Germany","Nordrhein-Westfalen","Dusseldorf","Level 3 Communications Ltd","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470753091328","281470753091583","DCH","US","United States of America","Washington","Everett","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470753324797","281470753324798","DCH","FR","France","Ile-de-France","Paris","Level 3 Communications Ltd","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470753339858","281470753339860","DCH","US","United States of America","District of Columbia","Washington","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470753410149","281470753410149","DCH","US","United States of America","California","San Diego","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470753421755","281470753421758","DCH","US","United States of America","Texas","Dallas","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470753430125","281470753430126","DCH","JP","Japan","Tokyo","Tokyo","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470753437231","281470753437232","DCH","US","United States of America","District of Columbia","Washington","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470753968226","281470753968228","DCH","US","United States of America","Pennsylvania","Philadelphia","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470754265600","281470754265855","DCH","US","United States of America","Louisiana","Monroe","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470755983616","281470755984127","DCH","US","United States of America","Georgia","Atlanta","Level 3 Communications Inc.","level3.com","DCH","3356","Level 3 Parent LLC","1","-"
"281470757442740","281470757448312","DCH","US","United States of America","Washington","Redmond","Microsoft Corporation","microsoft.com","DCH","3598","Microsoft Corporation","1","-"
"281470759073273","281470759073273","PUB","US","United States of America","Washington","Quincy","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","-"
"281470761304955","281470761308681","DCH","JP","Japan","Tokyo","Tokyo","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-"
"281470762123171","281470762123171","PUB","BR","Brazil","Sao Paulo","Campinas","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","-"
"281470763133718","281470763133718","PUB","KR","Korea (the Republic of)","Seoul-teukbyeolsi","Seoul","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","30","-"
"281470763845146","281470763845157","DCH","BR","Brazil","Sao Paulo","Campinas","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-"
"281470764365909","281470764365909","DCH","US","United States of America","Virginia","Washington","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-"
"281470765115363","281470765117038","DCH","CA","Canada","Quebec","Quebec","Microsoft Corporation","microsoft.com","DCH","8075","Microsoft Corporation","1","-"
"281470765708186","281470765708186","PUB","RU","Russian Federation","Tyumenskaya oblast'","Tyumen'","Russian Company LLC","rk.t72.ru","DCH","15493","Russian Company LLC","30","-"
"281470765723071","281470765723071","PUB","IQ","Iraq","Baghdad","Baghdad","Optimal Solutions Technology Company for information Technology and Software Solutions Ltd","optimumsol.net","DCH","198735","Optimal Solutions Technology Company for information Technology and Software Solutions Ltd","14","-"
"281470766162513","281470766162514","DCH","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","G-Core Labs S.A.","gcorelabs.com","DCH","202422","G-Core Labs S.A.","1","-"
"281470766219976","281470766219976","PUB","DE","Germany","Sachsen","Falkenstein","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","30","-"
"281470766256701","281470766256702","DCH","DE","Germany","Sachsen","Falkenstein","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-"
"281470766277904","281470766277935","DCH","DE","Germany","Sachsen","Falkenstein","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","1","-"
"281470766347784","281470766347788","PUB","GB","United Kingdom of Great Britain and Northern Ireland","England","London","Hollycorn N.V.","hollycorn-nv-casinos.eu","DCH","209242","CloudFlare London LLC","1","-"
"281470767107060","281470767107063","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Newton Aycliffe","Aspire Technology Solutions Ltd","aspire-ts.com","DCH","51043","Aspire Technology Solutions Ltd","1","-"
"281470767771449","281470767771454","DCH","MD","Moldova (the Republic of)","Chisinau","Chisinau","Arax-Impex s.r.l.","araxinfo.com","DCH","15836","Arax-Impex s.r.l.","1","-"
"281470767932842","281470767932842","VPN","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Servers Tech Fzco","vdsina.com","DCH","216071","Servers Tech Fzco","30","-"
"281470767956564","281470767956564","PUB","RU","Russian Federation","Severnaya Osetiya, Respublika","Vladikavkaz","Limited Liability Company Irtelcom","irtelcom.ru","DCH","43530","Limited Liability Company Irtelcom","30","-"
"281470767960168","281470767960168","PUB","RU","Russian Federation","Severnaya Osetiya, Respublika","Vladikavkaz","Limited Liability Company Irtelcom","irtelcom.ru","DCH","43530","Limited Liability Company Irtelcom","30","-"
"281470767963018","281470767963018","PUB","RU","Russian Federation","Severnaya Osetiya, Respublika","Vladikavkaz","Limited Liability Company Irtelcom","irtelcom.ru","DCH","43530","Limited Liability Company Irtelcom","30","-"
"281470768186237","281470768186330","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"281470768206534","281470768206784","DCH","FR","France","Hauts-de-France","Roubaix","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"281470768382799","281470768382804","DCH","RU","Russian Federation","Moskovskaya oblast'","Lukhovitsy","Rost LLC","colomna.net","DCH","39493","CJSC Kolomna-Sviaz TV","1","-"
"281470768388683","281470768388683","PUB","RU","Russian Federation","Moskovskaya oblast'","Lukhovitsy","Rost LLC","colomna.net","DCH","39493","CJSC Kolomna-Sviaz TV","30","-"
"281470768394398","281470768394418","DCH","RU","Russian Federation","Moskovskaya oblast'","Lukhovitsy","Rost LLC","colomna.net","DCH","39493","CJSC Kolomna-Sviaz TV","1","-"
"281470768404455","281470768404455","PUB","RU","Russian Federation","Moskovskaya oblast'","Kolomna","CJSC Kolomna-Sviaz TV","garantia.tv","DCH","39493","CJSC Kolomna-Sviaz TV","30","-"
"281470768587866","281470768587866","VPN","DE","Germany","Hessen","Frankfurt am Main","Internet Utilities Europe and Asia Limited","cyberassets.ae","DCH","61317","Hivelocity LLC","7","-"
"281470768621211","281470768621212","PUB","ES","Spain","Madrid, Comunidad de","Madrid","Spotting Brands Technologies S.L","spottingbrands.com","DCH","60203","Innovaciones Tecnlogicas del Sur S.L.","30","-"
"281470769306247","281470769306265","DCH","DE","Germany","Hessen","Frankfurt am Main","Igor Ditkivskyy","dtk.digital","DCH","214025","Synergy Dynamics Ltd","1","-"
"281470769549861","281470769549861","PUB","KZ","Kazakhstan","Qaraghandy oblysy","Balqash","Too B-Tel","71036.kz","DCH","61367","Too B-Tel","6","-"
"281470769679678","281470769679678","PUB","ES","Spain","Madrid, Comunidad de","Madrid","Spotting Brands Technologies S.L","spottingbrands.com","DCH","41368","Spotting Brands Technologies S.L.","30","-"
"281470770596522","281470770596522","PUB","DE","Germany","Bayern","Nuremberg","Hetzner Online GmbH","hetzner.de","DCH","24940","Hetzner Online GmbH","30","-"
"281470770747727","281470770747727","PUB","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH","hetzner.de","DCH","212317","Hetzner Online GmbH","30","-"
"281470770755580","281470770755594","DCH","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH","hetzner.de","DCH","212317","Hetzner Online GmbH","1","-"
"281470770764787","281470770764798","DCH","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH","hetzner.de","DCH","212317","Hetzner Online GmbH","1","-"
"281470770775062","281470770775081","DCH","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH","hetzner.de","DCH","212317","Hetzner Online GmbH","1","-"
"281470770791694","281470770791716","DCH","US","United States of America","Oregon","Hillsboro","Hetzner Online GmbH","hetzner.de","DCH","212317","Hetzner Online GmbH","1","-"
"281470771069047","281470771069048","DCH","AR","Argentina","Ciudad Autonoma de Buenos Aires","Buenos Aires","H4Hosting BV","h4hosting.eu","DCH","51050","H4Hosting BV","1","-"
"281470772270085","281470772270085","PUB","NL","Netherlands (Kingdom of the)","Noord-Holland","Amsterdam","Cust88530 Network","gthost.com","DCH","63023","GTHost","30","-"
"281470772334262","281470772334335","DCH","MQ","Martinique","Martinique","Le Lamentin","Idom Technologies SAS","idom.fr","DCH","51110","Idom Technologies SAS","1","-"
"281470772472993","281470772472993","DCH","DE","Germany","Nordrhein-Westfalen","Dusseldorf","myLoc managed IT AG","myloc.de","DCH","24961","Wiit AG","30","SCANNER"
"281470774398368","281470774398399","VPN","DE","Germany","Bayern","Munich","Internet Vikings International AB","internetvikings.com","DCH","51747","Internet Vikings International AB","1","-"
"281470774441791","281470774441791","PUB","ES","Spain","Madrid, Comunidad de","Madrid","GINERNET","ginernet.com","DCH","59432","Ginernet S.L.","30","-"
"281470774498376","281470774498383","DCH","ES","Spain","Madrid, Comunidad de","Madrid","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"281470774532616","281470774532619","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","OVH SAS","ovh.com","DCH","16276","OVH SAS","1","-"
"281470775141286","281470775141286","PUB","CH","Switzerland","Valais","Brig","Valaiscom AG","valaiscom.ch","DCH","15600","Quickline AG","30","-"
"281470775418611","281470775418611","PUB","BA","Bosnia and Herzegovina","Brcko distrikt","Lukavac","Avax Net Doo Za Telekomunikacije Racunarski Inzenjering Konsalting I Promet Lukavac","marshallhosting.com","DCH","57888","Telesat d.o.o.","30","-"
"281470775464124","281470775464124","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","London Grid for Learning Trust","lgfl.org.uk","DCH","60187","London Grid for Learning Trust","1","-"
"281470775468035","281470775468035","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","London Grid for Learning Trust","lgfl.org.uk","DCH","60187","London Grid for Learning Trust","1","-"
"281470775476708","281470775476708","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","London","London Grid for Learning Trust","lgfl.org.uk","DCH","60187","London Grid for Learning Trust","25","SCANNER"
"281470775921235","281470775921235","PUB","SE","Sweden","Stockholms lan","Stockholm","Angelnet Limited","openinternetexchange.net","DCH","57858","Angelnet Limited","30","-"
"281470776009536","281470776009536","PUB","RU","Russian Federation","Krasnodarskiy kray","Lenina","Pride LLC","pride-net.ru","DCH","38934","Pride LLC","30","-"
"281470776108200","281470776108207","DCH","GB","United Kingdom of Great Britain and Northern Ireland","England","Manchester","iomart Managed Services Limited","iomart.com","DCH","20860","iomart Cloud Services Limited","1","-"
"281470776210951","281470776210951","PUB","US","United States of America","Virginia","Ashburn","Hetzner Online GmbH","hetzner.de","DCH","213230","Hetzner Online GmbH","30","-"
"281470776951509","281470776951525","DCH","GR","Greece","Kentriki Makedonia","Thessaloniki","Cloud Net","lancom.gr","DCH","199081","Lancom Ltd.","1","-"
"281470777156909","281470777156922","VPN","DE","Germany","Bayern","Soden","Tigona 05","ghostnet.de","DCH","12586","GHOSTnet GmbH","1","-"
"281470777437765","281470777437766","PUB","KZ","Kazakhstan","Astana","Astana","Fast Geo Hosting S.r.l.","geo.hosting","DCH","41111","Fast Geo Hosting S.r.l.","30","-"
